iter	R2	RMSE
448	0.9761320926	0.02192974075
449	0.9761385737	0.02192676317
450	0.9761508113	0.02192113974
451	0.9761548832	0.02191926828
452	0.9761622259	0.02191589322
453	0.9761740552	0.02191045472
454	0.9761800289	0.02190770783
455	0.9761833627	0.02190617472
456	0.9761883824	0.02190386608
457	0.9761911827	0.02190257805
458	0.9761979908	0.02189944634
459	0.9762040909	0.02189663991
460	0.9762259494	0.02188658066
461	0.9762363774	0.02188178009
462	0.9762414267	0.02187945524
463	0.9762499794	0.02187551674
464	0.9762579351	0.02187185255
465	0.9762670331	0.02186766149
466	0.9762748525	0.02186405879
467	0.9762810431	0.02186120608
468	0.976287085	0.02185842157
469	0.9763007747	0.02185211115
470	0.9763176139	0.02184434635
471	0.9763314715	0.02183795441
472	0.9763347213	0.02183645511
473	0.9763383087	0.02183479997
474	0.9763454639	0.02183149832
475	0.9763615219	0.02182408689
476	0.9763754019	0.02181767864
477	0.9763803175	0.0218154087
478	0.9763913911	0.02181029423
479	0.9764031038	0.02180488332
480	0.976414014	0.0217998419
481	0.9764175164	0.02179822327
482	0.9764245117	0.02179499001
483	0.9764476052	0.02178431268
484	0.9764695723	0.0217741513
485	0.9764768851	0.02177076753
486	0.9764825245	0.02176815773
487	0.9764961802	0.02176183686
488	0.9765017007	0.02175928105
489	0.9765048743	0.0217578116
490	0.976507601	0.02175654903
491	0.9765239408	0.02174898148
492	0.9765385422	0.02174221682
493	0.976541	0.02174107795
494	0.9765553832	0.02173441196
495	0.9765621149	0.02173129142
496	0.9765771685	0.02172431155
497	0.9765903604	0.02171819305
498	0.9766000321	0.02171370616
499	0.9766083713	0.02170983671
500	0.9766183496	0.02170520576
501	0.9766254709	0.02170190014
502	0.976631259	0.02169921301
503	0.9766398477	0.0216952251
504	0.9766533566	0.02168895117
505	0.9766574117	0.02168706747
506	0.9766714252	0.02168055667
507	0.9766814746	0.02167588647
508	0.9766897173	0.02167205508
509	0.9766924193	0.02167079901
510	0.9766964788	0.0216689117
511	0.9767152389	0.02166018788
512	0.9767264276	0.02165498321
513	0.9767348588	0.02165106041
514	0.9767485059	0.02164470934
515	0.9767535354	0.02164236827
516	0.9767573919	0.02164057296
517	0.9767607138	0.02163902648
518	0.9767803752	0.02162987075
519	0.9767843077	0.02162803903
520	0.9767894886	0.02162562564
521	0.9767983386	0.02162150237
522	0.9768100792	0.02161603118
523	0.9768286865	0.02160735726
524	0.9768328239	0.0216054281
525	0.9768381069	0.02160296453
526	0.976848097	0.02159830513
527	0.9768578388	0.02159376062
528	0.9768604435	0.02159254538
529	0.9768706995	0.02158775968
530	0.9768745754	0.02158595082
531	0.9768873995	0.0215799648
532	0.976894025	0.02157687151
533	0.9768990613	0.02157451988
534	0.976907727	0.02157047293
535	0.9769139543	0.02156756428
536	0.9769220456	0.02156378442
537	0.9769344708	0.02155797864
538	0.9769384471	0.02155612037
539	0.9769433396	0.02155383366
540	0.9769466852	0.02155226983
541	0.9769533751	0.02154914245
542	0.976960961	0.02154559566
543	0.9769682983	0.02154216456
544	0.9769711972	0.02154080879
545	0.9769820411	0.02153573658
546	0.9769858056	0.0215339755
547	0.9769932839	0.02153047654
548	0.9770079028	0.021523635
549	0.9770116206	0.02152189478
550	0.9770186484	0.02151860479
551	0.9770266061	0.02151487886
552	0.9770341036	0.0215113678
553	0.9770402881	0.02150847124
554	0.9770427834	0.02150730243
555	0.9770516599	0.02150314405
556	0.9770640354	0.0214973452
557	0.9770687856	0.02149511895
558	0.9770715203	0.02149383721
559	0.9770843937	0.02148780241
560	0.9770933395	0.02148360779
561	0.9771009826	0.02148002336
562	0.9771096003	0.02147598112
563	0.9771166774	0.02147266098
564	0.9771229321	0.02146972622
565	0.9771283492	0.02146718412
566	0.9771316828	0.02146561962
567	0.9771363022	0.02146345148
568	0.9771382968	0.02146251523
569	0.9771411334	0.02146118372
570	0.9771526786	0.02145576339
571	0.977158041	0.02145324533
572	0.9771659584	0.02144952702
573	0.9771719967	0.02144669072
574	0.9771782736	0.021443742
575	0.9771865418	0.02143985713
576	0.9771943192	0.02143620226
577	0.9771972734	0.02143481381
578	0.9772198565	0.02142419701
579	0.9772320246	0.02141847434
580	0.9772362982	0.0214164641
581	0.9772419753	0.02141379337
582	0.9772449463	0.0214123956
583	0.9772564652	0.0214069753
584	0.9772664385	0.02140228116
585	0.9772723743	0.02139948688
586	0.9772770174	0.02139730089
587	0.9772905111	0.02139094673
588	0.9772965315	0.02138811109
589	0.9773049141	0.02138416228
590	0.9773115506	0.02138103547
591	0.9773164841	0.02137871073
592	0.9773271801	0.02137366976
593	0.9773314102	0.02137167579
594	0.9773373981	0.02136885294
595	0.9773493068	0.02136323778
596	0.9773602231	0.02135808926
597	0.9773692156	0.02135384713
598	0.9773807528	0.02134840331
599	0.9773897377	0.02134416285
600	0.9773947357	0.02134180368
601	0.9774001062	0.02133926837
602	0.9774083807	0.02133536151
603	0.9774141433	0.02133264025
604	0.9774204857	0.0213296448
605	0.9774227786	0.02132856178
606	0.9774321488	0.02132413534
607	0.9774377206	0.02132150283
608	0.9774430536	0.02131898279
609	0.9774458365	0.02131766767
610	0.9774526179	0.02131446263
611	0.9774613194	0.02131034938
612	0.9774657138	0.02130827186
613	0.9774677969	0.02130728693
614	0.9774714793	0.02130554573
615	0.9774797283	0.02130164481
616	0.9774896594	0.02129694744
617	0.9774985995	0.02129271789
618	0.9775005916	0.02129177533
619	0.9775072344	0.02128863199
620	0.9775162834	0.02128434928
621	0.9775211606	0.02128204063
622	0.9775302146	0.02127775422
623	0.9775381904	0.02127397754
624	0.97755226	0.02126731372
625	0.9775554352	0.02126580953
626	0.9775603493	0.02126348142
627	0.9775638605	0.02126181776
628	0.977580473	0.02125394482
629	0.9775862816	0.02125119133
630	0.9775930971	0.02124796007
631	0.9775988771	0.02124521936
632	0.9776045853	0.02124251236
633	0.9776110977	0.02123942357
634	0.9776153299	0.02123741605
635	0.977622392	0.0212340657
636	0.9776313814	0.02122980026
637	0.9776505327	0.02122071016
638	0.9776560533	0.02121808913
639	0.9776610391	0.02121572167
640	0.9776635976	0.02121450671
641	0.9776746145	0.02120927432
642	0.977679098	0.02120714451
643	0.9776817741	0.02120587322
644	0.9776849471	0.0212043657
645	0.9776891763	0.02120235626
646	0.9776936467	0.02120023201
647	0.9776941144	0.02120000974
648	0.9776961266	0.02119905353
649	0.9776980411	0.02119814367
650	0.9777096602	0.02119262094
651	0.9777171815	0.02118904517
652	0.9777193913	0.0211879945
653	0.9777308728	0.02118253455
654	0.977734931	0.02118060437
655	0.977741431	0.02117751244
656	0.9777473362	0.02117470307
657	0.9777549982	0.02117105732
658	0.9777590549	0.0211691268
659	0.9777684415	0.02116465924
660	0.9777723888	0.02116278023
661	0.9777780959	0.02116006319
662	0.9777833496	0.02115756171
663	0.977795704	0.02115167816
664	0.9778127935	0.02114353691
665	0.9778204486	0.0211398891
666	0.9778212152	0.02113952375
667	0.9778259692	0.02113725801
668	0.97783051	0.02113509365
669	0.9778412617	0.02112996801
670	0.9778493099	0.02112613042
671	0.9778518099	0.0211249382
672	0.9778582742	0.02112185512
673	0.9778684457	0.0211170031
674	0.9778744184	0.02111415345
675	0.9778761041	0.02111334909
676	0.9778898016	0.02110681219
677	0.9779000902	0.02110190077
678	0.9779084717	0.02109789887
679	0.9779162289	0.02109419441
680	0.9779263616	0.02108935452
681	0.9779387755	0.02108342352
682	0.9779417518	0.02108200127
683	0.9779509083	0.02107762521
684	0.9779569927	0.02107471682
685	0.9779648852	0.02107094358
686	0.9779754036	0.02106591391
687	0.9779793667	0.02106401851
688	0.977982666	0.02106244048
689	0.9779927692	0.02105760743
690	0.9779968833	0.02105563905
691	0.9779996143	0.02105433231
692	0.9780113071	0.02104873655
693	0.9780169895	0.02104601664
694	0.9780212774	0.02104396395
695	0.9780271022	0.02104117525
696	0.9780321907	0.02103873873
697	0.9780394065	0.02103528312
698	0.9780417779	0.0210341474
699	0.978051235	0.02102961733
700	0.9780610263	0.02102492616
701	0.9780662615	0.02102241749
702	0.9780702415	0.02102051006
703	0.9780738781	0.02101876709
704	0.9780790737	0.02101627664
705	0.9780833321	0.02101423521
706	0.9780897359	0.02101116493
707	0.9780951731	0.02100855775
708	0.9781070072	0.02100288203
709	0.9781129392	0.0210000364
710	0.9781237535	0.02099484776
711	0.9781335457	0.02099014841
712	0.9781382862	0.02098787302
713	0.978143175	0.02098552618
714	0.9781535501	0.02098054483
715	0.9781613658	0.02097679156
716	0.9781673861	0.0209739
717	0.9781715245	0.02097191207
718	0.9781813551	0.02096718915
719	0.9781846954	0.02096558409
720	0.978188501	0.02096375532
721	0.9781938348	0.02096119195
722	0.9781979264	0.02095922532
723	0.9782057238	0.02095547702
724	0.9782124612	0.02095223769
725	0.9782161255	0.02095047571
726	0.9782293504	0.02094411529
727	0.9782367515	0.02094055493
728	0.9782504854	0.0209339465
729	0.9782528044	0.02093283044
730	0.9782560536	0.02093126662
731	0.9782745133	0.02092237989
732	0.9782795464	0.02091995622
733	0.978282767	0.02091840521
734	0.9782899844	0.02091492893
735	0.9782962853	0.02091189364
736	0.9783022537	0.02090901813
737	0.9783062662	0.02090708472
738	0.978312407	0.02090412546
739	0.9783130608	0.02090381036
740	0.9783177608	0.02090154509
741	0.9783264807	0.02089734171
742	0.9783318805	0.02089473833
743	0.9783376638	0.0208919497
744	0.9783404829	0.02089059022
745	0.9783435948	0.02088908946
746	0.9783506611	0.0208856812
747	0.9783542118	0.02088396842
748	0.9783585679	0.02088186691
749	0.9783641113	0.02087919236
750	0.9783733202	0.02087474845
751	0.978379188	0.02087191636
752	0.9783917771	0.02086583894
753	0.9784026174	0.02086060437
754	0.9784061928	0.0208588776
755	0.9784101723	0.02085695547
756	0.9784211135	0.02085166991
757	0.9784258263	0.02084939277
758	0.97842962	0.0208475596
759	0.978433763	0.0208455574
760	0.9784360884	0.02084443355
761	0.9784407649	0.02084217315
762	0.9784530906	0.02083621442
763	0.9784631373	0.02083135623
764	0.9784660539	0.02082994565
765	0.9784722785	0.02082693485
766	0.978478404	0.02082397161
767	0.9784826421	0.02082192114
768	0.9784893235	0.02081868815
769	0.9784916931	0.02081754147
770	0.978507682	0.02080980231
771	0.9785206433	0.02080352653
772	0.9785271171	0.02080039125
773	0.9785361294	0.02079602576
774	0.978538407	0.02079492234
775	0.9785401402	0.02079408267
776	0.9785487134	0.02078992861
777	0.9785511461	0.02078874976
778	0.97855555	0.02078661545
779	0.9785614975	0.02078373271
780	0.9785661122	0.02078149575
781	0.9785713078	0.02077897685
782	0.9785793816	0.02077506195
783	0.9785929909	0.02076846133
784	0.9785936638	0.02076813491
785	0.9786010038	0.02076457404
786	0.9786079126	0.02076122176
787	0.9786121848	0.02075914857
788	0.978614986	0.02075778907
789	0.9786195736	0.02075556244
790	0.9786221259	0.02075432358
791	0.9786251641	0.02075284871
792	0.9786342494	0.02074843781
793	0.9786371228	0.02074704254
794	0.9786443946	0.02074351119
795	0.9786521485	0.02073974501
796	0.9786606476	0.02073561606
797	0.9786634522	0.0207342534
798	0.9786685914	0.0207317562
799	0.9786777824	0.0207272894
800	0.978683646	0.0207244392
801	0.9786884291	0.02072211393
802	0.9786907809	0.02072097052
803	0.9787038125	0.02071463361
804	0.978712978	0.02071017555
805	0.9787237596	0.02070493019
806	0.9787347561	0.02069957887
807	0.9787414831	0.02069630459
808	0.9787497098	0.02069229962
809	0.9787516487	0.02069135563
810	0.9787566054	0.0206889421
811	0.9787630169	0.02068581978
812	0.9787719887	0.02068144985
813	0.9787791513	0.02067796042
814	0.9787825188	0.02067631972
815	0.9787885653	0.02067337333
816	0.9787966433	0.02066943642
817	0.9788033562	0.02066616426
818	0.9788178691	0.02065908816
819	0.9788242983	0.02065595273
820	0.9788330465	0.02065168555
821	0.9788395029	0.02064853569
822	0.9788482507	0.02064426717
823	0.9788513237	0.02064276747
824	0.9788541232	0.02064140115
825	0.9788571284	0.02063993434
826	0.978865251	0.0206359693
827	0.9788696404	0.02063382626
828	0.9788748663	0.02063127459
829	0.9788911059	0.02062334306
830	0.9788969018	0.02062051158
831	0.9789017693	0.02061813336
832	0.9789053544	0.02061638153
833	0.9789095301	0.02061434092
834	0.9789188089	0.02060980576
835	0.9789280916	0.02060526767
836	0.9789316838	0.02060351128
837	0.9789376784	0.02060057991
838	0.9789425017	0.02059822096
839	0.9789519927	0.02059357846
840	0.9789578033	0.02059073566
841	0.9789624032	0.02058848496
842	0.9789655778	0.0205869315
843	0.9789758213	0.02058191809
844	0.9789826837	0.0205785588
845	0.9789900757	0.02057493965
846	0.9789970816	0.02057150893
847	0.9790057746	0.02056725123
848	0.9790114685	0.02056446202
849	0.9790171638	0.02056167172
850	0.979024091	0.02055827734
851	0.9790279821	0.02055637043
852	0.9790305956	0.02055508958
853	0.9790353139	0.02055277688
854	0.9790403251	0.02055032037
855	0.9790462818	0.02054740001
856	0.9790481203	0.02054649855
857	0.9790499314	0.02054561049
858	0.9790601632	0.02054059275
859	0.9790676758	0.02053690775
860	0.9790757717	0.02053293588
861	0.9790822112	0.02052977609
862	0.9790865071	0.02052766784
863	0.9790955101	0.02052324894
864	0.9791044355	0.02051886716
865	0.9791089363	0.02051665721
866	0.9791186115	0.02051190576
867	0.9791280622	0.02050726348
868	0.9791339287	0.0205043813
869	0.9791383726	0.02050219773
870	0.9791419312	0.02050044903
871	0.9791482417	0.02049734763
872	0.9791573042	0.02049289291
873	0.9791665588	0.02048834275
874	0.9791725311	0.02048540587
875	0.9791760651	0.02048366784
876	0.9791795371	0.02048196013
877	0.9791885336	0.02047753452
878	0.9791899556	0.02047683491
