iter	R2	RMSE
879	0.9791986129	0.02047257513
880	0.9792053744	0.02046924755
881	0.9792109791	0.02046648889
882	0.9792146867	0.02046466376
883	0.9792257529	0.02045921528
884	0.979233699	0.0204553021
885	0.9792381423	0.02045311363
886	0.9792490629	0.0204477338
887	0.9792537085	0.02044544483
888	0.97926121	0.02044174813
889	0.9792674885	0.02043865361
890	0.979273415	0.02043573215
891	0.9792775083	0.0204337141
892	0.9792814237	0.02043178359
893	0.9792893493	0.0204278753
894	0.9792945413	0.02042531456
895	0.9792980531	0.02042358234
896	0.9793111679	0.02041711209
897	0.9793185359	0.02041347615
898	0.9793264395	0.0204095752
899	0.9793282684	0.02040867238
900	0.9793385661	0.02040358846
901	0.9793420393	0.02040187344
902	0.9793445521	0.02040063259
903	0.9793468135	0.0203995158
904	0.9793523219	0.02039679524
905	0.9793576097	0.0203941833
906	0.9793641849	0.02039093495
907	0.9793665699	0.02038975657
908	0.9793687372	0.0203886857
909	0.9793749284	0.02038562626
910	0.9793805767	0.02038283471
911	0.9793839044	0.0203811899
912	0.9793888452	0.02037874749
913	0.9793994065	0.02037352573
914	0.9794039822	0.02037126296
915	0.9794117613	0.02036741551
916	0.9794204592	0.02036311271
917	0.9794332139	0.0203568015
918	0.9794366258	0.02035511289
919	0.9794414972	0.02035270169
920	0.9794520462	0.02034747934
921	0.9794562661	0.02034538984
922	0.9794637191	0.02034169902
923	0.9794711599	0.02033801354
924	0.9794816341	0.02033282441
925	0.979488774	0.02032928647
926	0.9794945333	0.02032643216
927	0.9794986412	0.02032439602
928	0.9795048716	0.0203213075
929	0.9795079156	0.02031979834
930	0.9795132162	0.02031717017
931	0.9795215633	0.02031303072
932	0.9795302675	0.02030871335
933	0.9795358189	0.02030595929
934	0.9795424747	0.02030265683
935	0.979547423	0.02030020126
936	0.9795528483	0.02029750865
937	0.9795569533	0.02029547108
938	0.9795600575	0.02029393014
939	0.9795640166	0.0202919646
940	0.9795760267	0.02028600102
941	0.9795821083	0.02028298054
942	0.9795873591	0.02028037231
943	0.9795915709	0.02027827993
944	0.9796003654	0.02027391025
945	0.9796099308	0.02026915647
946	0.9796138487	0.02026720907
947	0.9796180044	0.02026514324
948	0.9796227786	0.02026276967
949	0.9796292296	0.02025956204
950	0.9796328929	0.0202577403
951	0.9796399203	0.02025424517
952	0.97964601	0.02025121592
953	0.9796563147	0.02024608892
954	0.9796592198	0.02024464331
955	0.9796608078	0.02024385303
956	0.9796674012	0.02024057151
957	0.9796706039	0.02023897737
958	0.9796747023	0.02023693717
959	0.9796830331	0.02023278946
960	0.9796867731	0.02023092711
961	0.9796920812	0.02022828362
962	0.9796997273	0.02022447525
963	0.9797044741	0.02022211055
964	0.9797087054	0.02022000244
965	0.9797193778	0.02021468428
966	0.9797251593	0.02021180275
967	0.9797325408	0.02020812311
968	0.9797393545	0.02020472599
969	0.9797481018	0.0202003639
970	0.9797519487	0.02019844529
971	0.9797588656	0.02019499499
972	0.9797648381	0.02019201532
973	0.9797686819	0.02019009745
974	0.9797751112	0.02018688911
975	0.9797820843	0.02018340881
976	0.9797854826	0.02018171248
977	0.9797913229	0.02017879683
978	0.9797945166	0.02017720231
979	0.9797961133	0.02017640504
980	0.9797978012	0.02017556221
981	0.9798044947	0.02017221961
982	0.9798064095	0.0201712633
983	0.9798111456	0.02016889771
984	0.979815002	0.02016697133
985	0.9798220409	0.02016345473
986	0.9798233382	0.02016280653
987	0.9798287214	0.02016011659
988	0.9798337166	0.02015762024
989	0.9798352829	0.02015683741
990	0.9798388347	0.02015506211
991	0.9798465296	0.02015121547
992	0.9798549039	0.02014702835
993	0.979859804	0.02014457792
994	0.979863664	0.02014264739
995	0.9798709528	0.02013900151
996	0.9798765276	0.02013621253
997	0.9798804831	0.02013423346
998	0.979884906	0.02013202026
999	0.9798931591	0.0201278898
1000	0.9798950782	0.02012692923
1001	0.9799021475	0.02012339041
1002	0.9799084493	0.02012023527
1003	0.9799197246	0.02011458878
1004	0.979922274	0.02011331183
1005	0.9799272123	0.02011083815
1006	0.9799299052	0.02010948913
1007	0.9799343423	0.02010726611
1008	0.9799395732	0.02010464503
1009	0.9799421978	0.02010332981
1010	0.9799464277	0.02010120998
1011	0.9799559989	0.0200964124
1012	0.9799604983	0.02009415672
1013	0.9799655844	0.02009160657
1014	0.9799749743	0.02008689765
1015	0.9799811553	0.02008379735
1016	0.979988723	0.02008000086
1017	0.9799912915	0.02007871219
1018	0.9799935425	0.02007758273
1019	0.9799980528	0.02007531941
1020	0.9800028325	0.02007292063
1021	0.9800040616	0.02007230376
1022	0.9800138628	0.02006738385
1023	0.980018691	0.02006495978
1024	0.9800278195	0.02006037593
1025	0.9800325548	0.02005799765
1026	0.980036425	0.02005605368
1027	0.9800391301	0.02005469481
1028	0.9800465894	0.02005094731
1029	0.9800513584	0.02004855099
1030	0.9800571461	0.02004564243
1031	0.9800581973	0.02004511414
1032	0.980062525	0.02004293895
1033	0.9800694421	0.02003946182
1034	0.9800730618	0.02003764196
1035	0.9800746926	0.02003682202
1036	0.9800765624	0.02003588188
1037	0.9800863249	0.02003097249
1038	0.9800972521	0.02002547596
1039	0.9801045281	0.02002181518
1040	0.9801114928	0.02001831038
1041	0.9801167344	0.02001567233
1042	0.9801202855	0.02001388487
1043	0.980125848	0.02001108465
1044	0.9801296557	0.02000916759
1045	0.9801399201	0.02000399886
1046	0.9801464729	0.02000069847
1047	0.9801486852	0.0199995841
1048	0.980157162	0.01999531359
1049	0.9801617172	0.01999301834
1050	0.9801662234	0.01999074755
1051	0.9801680867	0.01998980849
1052	0.9801712815	0.01998819829
1053	0.9801751527	0.01998624705
1054	0.9801784751	0.01998457224
1055	0.9801802417	0.01998368163
1056	0.9801836469	0.01998196489
1057	0.9801884097	0.01997956347
1058	0.9801980199	0.01997471705
1059	0.9801999662	0.01997373538
1060	0.9802030544	0.01997217763
1061	0.9802081165	0.01996962402
1062	0.980215564	0.01996586652
1063	0.9802172111	0.01996503537
1064	0.9802223949	0.01996241941
1065	0.9802243687	0.01996142326
1066	0.9802298756	0.01995864375
1067	0.980233455	0.01995683694
1068	0.9802433832	0.01995182438
1069	0.9802472971	0.01994984804
1070	0.9802477076	0.01994964074
1071	0.9802542742	0.01994632434
1072	0.9802582583	0.01994431196
1073	0.9802617731	0.01994253642
1074	0.980265161	0.01994082486
1075	0.9802688184	0.01993897702
1076	0.9802750241	0.01993584124
1077	0.9802777388	0.01993446935
1078	0.9802853654	0.01993061464
1079	0.9802893786	0.01992858595
1080	0.9802989116	0.01992376615
1081	0.9803074761	0.01991943503
1082	0.9803145184	0.01991587298
1083	0.9803177288	0.01991424893
1084	0.9803232509	0.01991145516
1085	0.9803253434	0.01991039638
1086	0.9803306873	0.01990769222
1087	0.980335669	0.01990517106
1088	0.9803377936	0.01990409569
1089	0.9803471456	0.01989936161
1090	0.9803535104	0.01989613905
1091	0.980357812	0.01989396079
1092	0.9803612499	0.01989221973
1093	0.9803644257	0.01989061128
1094	0.9803670467	0.01988928367
1095	0.9803708886	0.01988733759
1096	0.9803753552	0.01988507474
1097	0.9803784691	0.0198834971
1098	0.9803827248	0.01988134069
1099	0.9803831507	0.01988112492
1100	0.9803874263	0.01987895818
1101	0.9803908134	0.01987724154
1102	0.9803945002	0.01987537287
1103	0.980401555	0.01987179657
1104	0.9804073361	0.01986886552
1105	0.9804113931	0.01986680829
1106	0.9804191259	0.0198628866
1107	0.9804229389	0.01986095256
1108	0.9804233114	0.01986076361
1109	0.9804285505	0.01985810587
1110	0.9804319388	0.01985638681
1111	0.9804372203	0.01985370697
1112	0.9804402236	0.01985218292
1113	0.9804416532	0.01985145742
1114	0.9804480188	0.01984822667
1115	0.9804516962	0.01984636005
1116	0.9804562323	0.01984405726
1117	0.98046199	0.01984113395
1118	0.980465238	0.01983948469
1119	0.9804686167	0.01983776891
1120	0.9804711933	0.01983646037
1121	0.980477153	0.01983343337
1122	0.9804793719	0.01983230622
1123	0.9804824268	0.0198307543
1124	0.9804852929	0.01982929822
1125	0.980491424	0.01982618303
1126	0.9804937377	0.01982500728
1127	0.980496805	0.0198234485
1128	0.9805002676	0.01982168869
1129	0.9805035321	0.01982002942
1130	0.9805084652	0.0198175218
1131	0.9805181881	0.01981257843
1132	0.9805228813	0.01981019182
1133	0.980526022	0.01980859457
1134	0.9805278633	0.01980765807
1135	0.980537317	0.01980284919
1136	0.980539515	0.01980173097
1137	0.9805420204	0.01980045623
1138	0.9805492089	0.01979679842
1139	0.9805583109	0.01979216589
1140	0.9805628927	0.01978983355
1141	0.9805643821	0.01978907535
1142	0.9805693161	0.01978656333
1143	0.9805737624	0.0197842993
1144	0.9805772764	0.01978250983
1145	0.9805801892	0.01978102643
1146	0.9805809962	0.01978061539
1147	0.980590348	0.01977585187
1148	0.9805954608	0.01977324708
1149	0.9806024288	0.01976969655
1150	0.9806041987	0.01976879461
1151	0.9806111958	0.01976522845
1152	0.980613132	0.01976424153
1153	0.9806191324	0.01976118268
1154	0.9806214389	0.01976000678
1155	0.9806226331	0.01975939789
1156	0.9806264646	0.01975744429
1157	0.9806326002	0.01975431545
1158	0.9806367873	0.01975217995
1159	0.9806413315	0.0197498621
1160	0.9806479486	0.01974648639
1161	0.980652757	0.01974403301
1162	0.9806574571	0.01974163465
1163	0.9806627697	0.01973892335
1164	0.9806685066	0.01973599507
1165	0.9806707882	0.01973483037
1166	0.9806738577	0.01973326336
1167	0.9806775669	0.0197313696
1168	0.9806834055	0.01972838829
1169	0.9806889434	0.01972556014
1170	0.9806908607	0.01972458084
1171	0.9806983807	0.01972073958
1172	0.9806997682	0.01972003076
1173	0.9807019363	0.01971892313
1174	0.9807053692	0.01971716913
1175	0.9807094305	0.01971509393
1176	0.9807162657	0.01971160077
1177	0.9807210487	0.01970915608
1178	0.9807249482	0.01970716271
1179	0.9807305025	0.01970432311
1180	0.9807326849	0.01970320725
1181	0.9807350376	0.01970200428
1182	0.9807395553	0.01969969404
1183	0.9807417103	0.01969859192
1184	0.9807475555	0.01969560226
1185	0.9807495656	0.01969457405
1186	0.9807511444	0.01969376645
1187	0.9807569215	0.0196908109
1188	0.9807642958	0.01968703761
1189	0.9807680121	0.01968513575
1190	0.9807745899	0.0196817691
1191	0.9807824677	0.01967773628
1192	0.9807867798	0.01967552844
1193	0.9807882509	0.0196747752
1194	0.9807921058	0.01967280121
1195	0.9807955232	0.01967105107
1196	0.9807984868	0.01966953321
1197	0.9808029527	0.01966724568
1198	0.9808078566	0.01966473353
1199	0.9808090048	0.01966414526
1200	0.9808123441	0.01966243438
1201	0.9808136822	0.01966174876
1202	0.9808180289	0.01965952145
1203	0.9808236761	0.01965662733
1204	0.9808256912	0.01965559453
1205	0.9808273597	0.01965473933
1206	0.9808282255	0.0196542955
1207	0.9808305245	0.01965311706
1208	0.9808336578	0.01965151082
1209	0.9808346342	0.01965101024
1210	0.9808358764	0.01965037339
1211	0.9808386219	0.01964896576
1212	0.9808411632	0.01964766273
1213	0.9808439352	0.01964624133
1214	0.9808502225	0.01964301696
1215	0.9808505868	0.01964283015
1216	0.9808518932	0.01964216008
1217	0.9808599569	0.01963802375
1218	0.9808621376	0.01963690503
1219	0.9808652177	0.01963532474
1220	0.9808689913	0.01963338847
1221	0.9808747459	0.01963043542
1222	0.9808793814	0.01962805628
1223	0.980882456	0.01962647813
1224	0.9808873738	0.01962395361
1225	0.9808907909	0.01962219928
1226	0.9808944675	0.01962031156
1227	0.9809011997	0.01961685443
1228	0.9809055899	0.01961459965
1229	0.9809078184	0.01961345501
1230	0.9809105348	0.0196120597
1231	0.980914785	0.01960987628
1232	0.980916568	0.01960896027
1233	0.9809211327	0.01960661493
1234	0.9809247673	0.01960474728
1235	0.9809289276	0.01960260925
1236	0.9809316691	0.01960120025
1237	0.9809364791	0.01959872788
1238	0.9809451518	0.01959426931
1239	0.9809496912	0.0195919352
1240	0.9809546569	0.01958938158
1241	0.9809572279	0.01958805933
1242	0.9809587539	0.01958727447
1243	0.980960556	0.01958634753
1244	0.9809640816	0.01958453401
1245	0.9809705073	0.01958122832
1246	0.9809746156	0.01957911447
1247	0.9809792448	0.01957673237
1248	0.9809822566	0.01957518238
1249	0.9809868571	0.01957281458
1250	0.9809947597	0.01956874655
1251	0.9809987101	0.01956671269
1252	0.9810070155	0.01956243593
1253	0.9810126125	0.01955955334
1254	0.9810189894	0.01955626852
1255	0.9810259271	0.01955269421
1256	0.9810303341	0.01955042339
1257	0.9810331196	0.01954898792
1258	0.9810360963	0.01954745387
1259	0.9810384986	0.01954621567
1260	0.9810427218	0.01954403884
1261	0.9810440887	0.01954333422
1262	0.9810502585	0.01954015346
1263	0.9810531746	0.01953864992
1264	0.9810557226	0.0195373361
1265	0.9810581086	0.01953610572
1266	0.9810621527	0.01953402011
1267	0.9810657325	0.01953217378
1268	0.9810675209	0.01953125132
1269	0.9810705525	0.01952968754
1270	0.981071304	0.01952929984
1271	0.9810744131	0.01952769594
1272	0.9810758987	0.01952692946
1273	0.9810778794	0.01952590757
1274	0.9810817043	0.01952393397
1275	0.9810876445	0.01952086856
1276	0.9810892164	0.01952005732
1277	0.9810909237	0.01951917611
1278	0.9810960647	0.01951652253
1279	0.981098058	0.01951549354
1280	0.9811023388	0.01951328353
1281	0.9811082955	0.01951020792
1282	0.9811142756	0.01950711972
1283	0.9811173489	0.01950553247
1284	0.981122935	0.01950264704
1285	0.9811258824	0.01950112445
1286	0.9811286146	0.01949971293
1287	0.9811319732	0.01949797764
1288	0.9811348883	0.01949647136
1289	0.9811369452	0.01949540847
1290	0.9811400387	0.01949380982
1291	0.9811448507	0.01949132277
1292	0.9811516896	0.01948778765
1293	0.9811552294	0.01948595762
1294	0.9811586019	0.01948421392
1295	0.9811625797	0.01948215703
1296	0.9811678803	0.01947941586
1297	0.9811695038	0.01947857616
1298	0.9811715342	0.01947752601
1299	0.9811763743	0.01947502234
1300	0.9811774736	0.01947445369
1301	0.981181927	0.01947214973
1302	0.981189143	0.01946841594
1303	0.98119745	0.01946411678
1304	0.9811984082	0.01946362085
1305	0.9812005453	0.0194625146
1306	0.9812056487	0.01945987274
1307	0.9812089776	0.01945814926
1308	0.9812123028	0.01945642756
1309	0.9812139678	0.01945556544
1310	0.9812180925	0.01945342947
1311	0.9812203214	0.01945227513
1312	0.9812238438	0.01945045077
1313	0.9812261871	0.01944923701
1314	0.9812280849	0.01944825393
1315	0.9812328071	0.01944580759
1316	0.9812353423	0.01944449413
1317	0.9812397213	0.01944222519
1318	0.9812419445	0.01944107312
1319	0.9812468116	0.01943855079
1320	0.9812509533	0.01943640416
1321	0.9812527664	0.01943546434
1322	0.9812577284	0.01943289207
1323	0.9812584869	0.01943249886
1324	0.98126314	0.01943008641
1325	0.9812643907	0.0194294379
1326	0.9812666891	0.01942824608
1327	0.981267353	0.01942790184
1328	0.9812716364	0.01942568049
1329	0.9812742284	0.01942433623
1330	0.981278146	0.01942230423
1331	0.9812788317	0.01942194857
1332	0.981284331	0.01941909575
1333	0.9812892338	0.01941655206
1334	0.9812907125	0.01941578479
1335	0.981293965	0.0194140971
1336	0.9812947925	0.01941366765
1337	0.9812981158	0.01941194299
1338	0.981298437	0.0194117763
1339	0.9813054021	0.01940816116
1340	0.9813074551	0.01940709543
1341	0.9813134823	0.01940396643
1342	0.9813169687	0.01940215617
1343	0.981319459	0.01940086307
1344	0.9813210514	0.01940003614
1345	0.9813234961	0.01939876657
1346	0.9813255549	0.01939769731
1347	0.9813323489	0.01939416845
1348	0.9813357854	0.01939238324
1349	0.9813391197	0.01939065096
1350	0.9813429761	0.01938864726
1351	0.9813497256	0.01938513988
1352	0.9813541356	0.01938284783
1353	0.981359244	0.01938019249
1354	0.9813617569	0.01937888619
1355	0.9813661166	0.01937661955
1356	0.9813679705	0.01937565562
1357	0.9813695024	0.01937485913
1358	0.9813720084	0.019373556
1359	0.9813730961	0.01937299036
1360	0.9813743887	0.01937231816
1361	0.9813759064	0.01937152888
1362	0.9813786201	0.01937011752
1363	0.9813802849	0.01936925165
1364	0.9813880996	0.01936518657
1365	0.9813903323	0.01936402503
1366	0.9813954329	0.01936137113
1367	0.9813982687	0.01935989551
1368	0.9814012292	0.01935835487
1369	0.9814047261	0.01935653492
1370	0.9814076225	0.01935502738
1371	0.981415162	0.01935110262
1372	0.9814180642	0.01934959164
1373	0.981421953	0.0193475668
1374	0.981425364	0.01934579057
1375	0.9814296117	0.01934357839
1376	0.9814333212	0.01934164631
1377	0.9814341234	0.0193412285
1378	0.9814351798	0.01934067822
1379	0.9814364169	0.01934003382
1380	0.9814411058	0.01933759112
1381	0.9814429822	0.01933661355
1382	0.9814457624	0.01933516501
1383	0.9814480028	0.01933399764
1384	0.9814512506	0.01933230521
1385	0.9814537697	0.01933099237
1386	0.9814549139	0.01933039606
1387	0.981458975	0.0193282794
1388	0.9814608696	0.01932729189
1389	0.9814630666	0.01932614665
1390	0.9814658452	0.01932469813
1391	0.9814707733	0.01932212883
1392	0.9814738093	0.0193205458
1393	0.9814804619	0.01931707658
